feedback_id,delivery_id,rating,comment,feedback_datetime
F01051654,D2026141480,5,"Delivered ahead of schedule, very impressed.",04:22.3
F01051655,D2026141484,5,,33:43.4
F01051656,D2026141485,2,Why is it so slow these days? Promised window was completely missed. Where got such service one?,01:48.9
F01051657,D2026141489,4,No problems with the delivery.,29:25.1
F01051658,D2026141490,5,"Excellent service, package arrived in perfect condition.",56:44.7
F01051659,D2026141496,5,"On time as always, thanks!",58:30.9
F01051660,D2026141505,4,Good service overall.,41:38.5
F01051661,D2026141506,5,Driver was very friendly and on time.,50:10.8
F01051662,D2026141507,2,"Delivery was late, no update from the driver.",15:43.9
F01051663,D2026141512,5,"Driver called ahead, super helpful.",03:26.5
F01051664,D2026141513,5,"Delivered ahead of schedule, very impressed.",49:42.4
F01051665,D2026141516,5,,16:53.2
F01051666,D2026141518,5,"On time as always, thanks!",21:17.2
F01051667,D2026141519,5,"Driver called ahead, super helpful.",01:29.1
F01051668,D2026141522,5,,03:44.8
F01051669,D2026141528,5,"On time as always, thanks!",31:05.5
F01051670,D2026141529,5,Polite and professional driver.,33:56.8
F01051671,D2026141534,5,"Great experience, no complaints.",04:45.5
F01051672,D2026141538,5,"Driver called ahead, super helpful.",57:12.5
F01051673,D2026141539,5,Polite and professional driver.,52:23.6
F01051674,D2026141543,4,"Driver was okay, would recommend.",54:45.1
F01051675,D2026141545,4,"Driver was okay, would recommend.",36:43.9
F01051676,D2026141548,5,Driver was very friendly and on time.,49:50.7
F01051677,D2026141550,5,"On time as always, thanks!",07:23.2
F01051678,D2026141553,5,"Delivered ahead of schedule, very impressed.",32:29.8
F01051679,D2026141554,4,No problems with the delivery.,50:01.8
F01051680,D2026141555,3,Service was just okay.,44:14.5
F01051681,D2026141557,5,"Smooth delivery, will use again.",31:54.0
F01051682,D2026141562,4,"Came within the window, all good.",02:06.9
F01051683,D2026141563,5,"Great experience, no complaints.",06:56.6
F01051684,D2026141570,5,Polite and professional driver.,39:59.3
F01051685,D2026141571,,,32:39.3
F01051686,D2026141577,5,"Great experience, no complaints. Smooth lah, thanks.",49:24.5
F01051687,D2026141580,5,,28:10.4
F01051688,D2026141584,5,,18:40.3
F01051689,D2026141585,5,"Excellent service, package arrived in perfect condition.",50:33.8
F01051690,D2026141587,5,"On time as always, thanks!",14:06.8
F01051691,D2026141589,5,Driver was very friendly and on time.,45:53.9
F01051692,D2026141591,3,"Nothing special, nothing terrible.",59:23.9
F01051693,D2026141594,5,Driver was very friendly and on time.,14:38.1
F01051694,D2026141595,5,Driver was very friendly and on time.,08:22.8
F01051695,D2026141598,4,No problems with the delivery.,55:31.3
F01051696,D2026141599,5,"Driver was very friendly and on time. Driver very polite, can!",13:56.0
F01051697,D2026141600,5,"Driver was very friendly and on time. Fast fast, shiok.",52:13.9
F01051698,D2026141602,4,"Driver was okay, would recommend.",15:05.3
F01051699,D2026141604,4,"Delivery was on time, no issues.",58:10.4
F01051700,D2026141607,2,Not happy with how long this took. The driver came hours after the promised time.,18:23.3
F01051701,D2026141608,2,"Communication was poor. Late again, this is becoming a pattern.",42:37.4
F01051702,D2026141610,4,"Came within the window, all good.",00:44.9
F01051703,D2026141611,5,"Excellent service, package arrived in perfect condition.",41:19.4
F01051704,D2026141613,5,Polite and professional driver.,01:35.6
F01051705,D2026141615,5,Driver was very friendly and on time.,27:46.5
F01051706,D2026141617,5,Polite and professional driver.,04:55.2
F01051707,D2026141619,5,Polite and professional driver.,43:55.6
F01051708,D2026141624,3,,52:59.7
F01051709,D2026141625,5,"Great experience, no complaints.",11:16.2
F01051710,D2026141626,5,"Excellent service, package arrived in perfect condition.",57:12.9
F01051711,D2026141627,5,"Delivered ahead of schedule, very impressed.",26:05.7
F01051712,D2026141628,5,"Great experience, no complaints.",39:54.5
F01051713,D2026141630,4,,17:00.0
F01051714,D2026141631,5,"Smooth delivery, will use again.",03:49.8
F01051715,D2026141637,5,"Excellent service, package arrived in perfect condition.",33:48.6
F01051716,D2026141639,4,"Came within the window, all good.",55:44.9
F01051717,D2026141642,3,,03:38.3
F01051718,D2026141643,4,,00:39.4
F01051719,D2026141646,4,Good service overall.,06:00.3
F01051720,D2026141650,1,This is unacceptable. Fragile sticker clearly ignored.,19:43.1
F01051721,D2026141653,5,"Smooth delivery, will use again.",43:04.1
F01051722,D2026141658,5,"Smooth delivery, will use again.",17:54.9
F01051723,D2026141661,4,"Driver was okay, would recommend.",08:11.0
F01051724,D2026141663,4,No problems with the delivery.,05:49.0
F01051725,D2026141665,4,"Delivery was on time, no issues.",32:35.3
F01051726,D2026141666,4,No problems with the delivery.,45:20.2
F01051727,D2026141668,4,No problems with the delivery.,56:40.1
F01051728,D2026141673,5,,41:34.5
F01051729,D2026141674,5,"Great experience, no complaints.",32:44.4
F01051730,D2026141675,4,,06:11.4
F01051731,D2026141677,5,"Smooth delivery, will use again.",30:03.8
F01051732,D2026141678,4,"Delivery was on time, no issues.",35:28.7
F01051733,D2026141682,4,"Came within the window, all good.",19:58.5
F01051734,D2026141685,4,,01:16.4
F01051735,D2026141686,,"Smooth delivery, will use again.",26:28.1
F01051736,D2026141688,5,,49:34.8
F01051737,D2026141695,4,,08:08.1
F01051738,D2026141696,2,"Not happy with how long this took. Late again, this is becoming a pattern.",39:32.3
F01051739,D2026141700,,"Excellent service, package arrived in perfect condition.",54:02.4
F01051740,D2026141709,2,,18:33.8
F01051741,D2026141711,4,"Reasonable speed, package was fine.",00:22.2
F01051742,D2026141712,5,,11:17.8
F01051743,D2026141714,5,,37:37.7
F01051744,D2026141718,5,"On time as always, thanks!",33:07.9
F01051745,D2026141724,3,,53:14.0
F01051746,D2026141727,5,"Great experience, no complaints.",39:49.9
F01051747,D2026141730,5,"Smooth delivery, will use again.",23:31.6
F01051748,D2026141732,5,"On time as always, thanks!",12:40.1
F01051749,D2026141734,5,"Driver called ahead, super helpful.",01:37.7
F01051750,D2026141744,2,"Delivery was late, no update from the driver. Big package handled carelessly. Why so slow ah?",26:24.7
F01051751,D2026141746,5,Polite and professional driver.,43:54.2
F01051752,D2026141753,5,"Great experience, no complaints.",25:11.1
F01051753,D2026141755,5,"Driver called ahead, super helpful. Fast fast, shiok.",14:13.5
F01051754,D2026141759,5,"Smooth delivery, will use again.",00:59.8
F01051755,D2026141762,5,"Great experience, no complaints.",25:45.5
F01051756,D2026141765,5,Polite and professional driver.,55:54.2
F01051757,D2026141768,5,Driver was very friendly and on time.,22:28.8
F01051758,D2026141769,5,"Great experience, no complaints.",37:07.8
F01051759,D2026141772,4,No problems with the delivery.,37:13.9
F01051760,D2026141779,4,No problems with the delivery.,20:35.0
F01051761,D2026141784,4,"Driver was okay, would recommend.",37:27.1
F01051762,D2026141787,4,,21:36.6
F01051763,D2026141788,,"Great experience, no complaints.",04:54.6
F01051764,D2026141789,5,,29:35.2
F01051765,D2026141790,5,"Smooth delivery, will use again. Driver very polite, can!",12:08.9
F01051766,D2026141794,2,,43:31.8
F01051767,D2026141795,5,"Smooth delivery, will use again.",48:10.4
F01051768,D2026141796,3,Service was just okay.,44:02.3
F01051769,D2026141797,5,,11:14.3
F01051770,D2026141804,5,"Driver called ahead, super helpful.",15:47.8
F01051771,D2026141807,5,"Smooth delivery, will use again.",05:54.6
F01051772,D2026141809,5,Driver was very friendly and on time.,55:13.2
F01051773,D2026141811,3,,51:28.8
F01051774,D2026141812,5,"Driver called ahead, super helpful.",18:05.4
F01051775,D2026141815,4,No problems with the delivery.,17:10.0
F01051776,D2026141816,5,"Smooth delivery, will use again.",54:02.6
F01051777,D2026141822,5,"Excellent service, package arrived in perfect condition.",47:06.5
F01051778,D2026141828,5,"Smooth delivery, will use again.",34:45.1
F01051779,D2026141833,5,Polite and professional driver.,04:27.8
F01051780,D2026141840,5,"Driver called ahead, super helpful. ï¿½ï¿½",24:26.2
F01051781,D2026141842,3,Average experience.,40:07.5
F01051782,D2026141848,5,"Excellent service, package arrived in perfect condition.",53:59.7
F01051783,D2026141849,5,"Driver called ahead, super helpful.",23:22.2
F01051784,D2026141850,4,"Reasonable speed, package was fine.",08:46.2
F01051785,D2026141851,3,,06:11.2
F01051786,D2026141855,4,Good service overall.,47:45.1
F01051787,D2026141862,5,Polite and professional driver.,21:01.8
F01051788,D2026141864,5,Polite and professional driver.,16:33.3
F01051789,D2026141865,3,,14:17.0
F01051790,D2026141866,4,No problems with the delivery.,13:18.0
F01051791,D2026141868,5,Driver was very friendly and on time.,50:46.7
F01051792,D2026141869,5,"Smooth delivery, will use again.",42:31.5
F01051793,D2026141871,4,"Driver was okay, would recommend.",48:06.3
F01051794,D2026141881,3,Delivery was acceptable.,10:49.6
F01051795,D2026141883,2,Driver was rude on arrival. Promised window was completely missed.,58:26.5
F01051796,D2026141885,4,"Reasonable speed, package was fine.",00:20.0
F01051797,D2026141886,4,,15:34.9
F01051798,D2026141892,,Driver was very friendly and on time.,10:33.8
F01051799,D2026141894,5,"Smooth delivery, will use again.",39:18.0
F01051800,D2026141895,5,"Delivered ahead of schedule, very impressed.",02:11.5
F01051801,D2026141898,4,,44:33.1
F01051802,D2026141900,4,No problems with the delivery.,51:12.0
F01051803,D2026141901,4,No problems with the delivery.,56:32.3
F01051804,D2026141902,5,"Delivered ahead of schedule, very impressed.",43:25.0
F01051805,D2026141904,5,"On time as always, thanks!",29:01.0
F01051806,D2026141906,1,"Terrible experience, will not use again.",59:39.5
F01051807,D2026141909,5,"On time as always, thanks!",09:05.9
F01051808,D2026141917,5,"Delivered ahead of schedule, very impressed. Fast fast, shiok.",10:17.3
F01051809,D2026141918,5,"Delivered ahead of schedule, very impressed.",20:12.5
F01051810,D2026141920,5,"Great experience, no complaints.",14:26.3
F01051811,D2026141926,4,"Came within the window, all good.",20:12.4
F01051812,D2026141927,5,"Smooth delivery, will use again.",38:31.9
F01051813,D2026141929,4,"Came within the window, all good.",04:12.7
F01051814,D2026141930,4,,24:05.1
F01051815,D2026141933,,"On time as always, thanks!",47:55.4
F01051816,D2026141939,3,Delivery was acceptable.,18:46.5
F01051817,D2026141941,5,"Great experience, no complaints. Fast fast, shiok.",26:56.0
F01051818,D2026141942,3,Delivery was acceptable.,08:12.2
F01051819,D2026141943,3,Delivery was acceptable.,13:20.2
F01051820,D2026141945,4,Good service overall.,58:41.9
F01051821,D2026141947,5,"On time as always, thanks!",10:12.3
F01051822,D2026141949,2,Not happy with how long this took. Very late and no notification at all.,16:16.8
F01051823,D2026141953,5,Polite and professional driver. ï¿½ï¿½,43:03.9
F01051824,D2026141954,4,"Reasonable speed, package was fine.",52:44.8
F01051825,D2026141956,5,"Driver called ahead, super helpful.",15:02.5
F01051826,D2026141957,4,"Driver was okay, would recommend.",21:22.3
F01051827,D2026141958,5,"Excellent service, package arrived in perfect condition. Fast fast, shiok.",56:35.4
F01051828,D2026141959,5,"On time as always, thanks!",01:22.7
F01051829,D2026141960,5,"Excellent service, package arrived in perfect condition.",05:39.6
F01051830,D2026141961,5,,42:14.0
F01051831,D2026141962,5,Polite and professional driver.,20:02.5
F01051832,D2026141965,5,Polite and professional driver.,08:40.7
F01051833,D2026141967,5,"Smooth delivery, will use again.",59:11.7
F01051834,D2026141978,1,,39:33.5
F01051835,D2026141982,5,"Smooth delivery, will use again.",03:49.2
F01051836,D2026141983,4,"Delivery was on time, no issues.",56:45.8
F01051837,D2026141990,4,,12:04.3
F01051838,D2026141991,5,"Driver called ahead, super helpful.",37:50.6
F01051839,D2026141992,5,"Driver called ahead, super helpful.",00:51.0
F01051840,D2026141995,4,"Came within the window, all good.",53:38.1
F01051841,D2026141996,5,Driver was very friendly and on time.,22:54.0
F01051842,D2026141997,4,"Delivery was on time, no issues.",48:39.7
F01051843,D2026142006,5,"Excellent service, package arrived in perfect condition.",03:08.7
F01051844,D2026142014,5,"Driver called ahead, super helpful.",11:06.9
F01051845,D2026142016,4,Good service overall.,48:28.7
F01051846,D2026142018,5,"Driver called ahead, super helpful.",03:49.2
F01051847,D2026142019,4,"Driver was okay, would recommend.",59:18.3
F01051848,D2026142021,5,"On time as always, thanks!",14:18.0
F01051849,D2026142027,3,Took a bit longer than expected but arrived.,08:54.7
F01051850,D2026142031,5,,05:00.5
F01051851,D2026142033,5,"Great experience, no complaints.",06:43.6
F01051852,D2026142037,1,Driver was extremely unprofessional.,29:46.9
F01051853,D2026142039,4,"Reasonable speed, package was fine.",19:16.7
F01051854,D2026142040,4,"Delivery was on time, no issues.",20:20.8
F01051855,D2026142041,1,Very disappointed with the service.,18:02.3
F01051856,D2026142042,5,,37:48.0
F01051857,D2026142055,4,"Driver was okay, would recommend.",34:48.1
F01051858,D2026142056,5,"Excellent service, package arrived in perfect condition.",44:03.0
F01051859,D2026142062,4,No problems with the delivery.,30:21.4
F01051860,D2026142063,5,"Great experience, no complaints.",39:49.3
F01051861,D2026142065,4,,16:40.8
F01051862,D2026142068,,Polite and professional driver.,28:16.5
F01051863,D2026142073,3,Delivery was acceptable.,39:17.1
F01051864,D2026142074,4,,14:47.1
F01051865,D2026142076,4,,52:55.1
F01051866,D2026142080,4,,38:48.4
F01051867,D2026142083,3,Service was just okay.,52:06.0
F01051868,D2026142086,5,,23:40.1
F01051869,D2026142087,4,,23:10.0
F01051870,D2026142088,,"Came within the window, all good.",45:24.1
F01051871,D2026142092,5,Driver was very friendly and on time.,34:57.2
F01051872,D2026142093,5,"Smooth delivery, will use again.",27:38.1
F01051873,D2026142094,3,,31:07.2
F01051874,D2026142096,4,Good service overall.,29:22.4
F01051875,D2026142099,5,,30:31.2
F01051876,D2026142102,4,,56:20.1
F01051877,D2026142103,5,"Delivered ahead of schedule, very impressed.",41:34.1
F01051878,D2026142104,5,"On time as always, thanks!",41:54.3
F01051879,D2026142105,3,Delivery was acceptable.,45:13.4
F01051880,D2026142108,2,,17:32.1
F01051881,D2026142111,4,"Delivery was on time, no issues.",45:48.7
F01051882,D2026142114,4,,20:57.3
F01051883,D2026142115,5,"Driver called ahead, super helpful.",24:44.6
F01051884,D2026142116,5,"Smooth delivery, will use again.",14:58.7
F01051885,D2026142117,5,"Driver called ahead, super helpful.",08:00.9
F01051886,D2026142120,4,No problems with the delivery.,19:40.0
F01051887,D2026142121,4,No problems with the delivery.,10:26.5
F01051888,D2026142122,5,,25:23.5
F01051889,D2026142127,4,"Came within the window, all good.",21:47.3
F01051890,D2026142129,3,,36:48.7
F01051891,D2026142130,4,"Delivery was on time, no issues.",32:26.7
F01051892,D2026142132,5,"Driver called ahead, super helpful.",51:31.5
F01051893,D2026142141,5,,22:58.1
F01051894,D2026142150,4,"Came within the window, all good.",21:59.7
F01051895,D2026142154,3,,40:16.6
F01051896,D2026142159,5,"Excellent service, package arrived in perfect condition.",52:07.0
F01051897,D2026142160,5,"Delivered ahead of schedule, very impressed.",50:03.9
F01051898,D2026142161,5,"Great experience, no complaints.",04:27.2
F01051899,D2026142162,4,"Driver was okay, would recommend.",36:07.5
F01051900,D2026142163,5,"Driver called ahead, super helpful. Driver very polite, can!",06:34.6
F01051901,D2026142165,4,"Came within the window, all good. ï¿½ï¿½ï¿",15:54.0
F01051902,D2026142166,5,,02:16.9
F01051903,D2026142168,4,"Reasonable speed, package was fine.",40:52.4
F01051904,D2026142171,2,,23:59.7
F01051905,D2026142172,5,Polite and professional driver.,42:25.8
F01051906,D2026142174,5,"Driver called ahead, super helpful.",28:25.2
F01051907,D2026142175,1,Very disappointed with the service. The driver came hours after the promised time. Refrigerated parcel was not kept cold.,22:50.8
F01051908,D2026142176,5,"Delivered ahead of schedule, very impressed.",49:34.3
F01051909,D2026142178,5,,27:37.1
F01051910,D2026142179,,,00:46.8
F01051911,D2026142186,4,"Driver was okay, would recommend.",58:30.3
F01051912,D2026142188,5,,49:01.3
F01051913,D2026142189,,,48:22.6
F01051914,D2026142194,5,Polite and professional driver.,35:18.4
F01051915,D2026142196,3,,11:39.2
F01051916,D2026142197,5,,06:42.5
F01051917,D2026142199,4,"Driver was okay, would recommend.",40:40.8
F01051918,D2026142200,5,"Delivered ahead of schedule, very impressed.",08:55.1
F01051919,D2026142201,5,,48:26.1
F01051920,D2026142202,4,"Came within the window, all good.",52:59.1
F01051921,D2026142205,4,"Delivery was on time, no issues.",09:27.8
F01051922,D2026142214,5,"Excellent service, package arrived in perfect condition.",15:19.5
F01051923,D2026142216,4,,12:15.3
F01051924,D2026142219,1,Package arrived damaged! Very late and no notification at all. For a VIP delivery this is unacceptable.,21:41.4
F01051925,D2026142221,5,,07:56.3
F01051926,D2026142226,3,Delivery was acceptable.,57:17.1
F01051927,D2026142230,5,"Excellent service, package arrived in perfect condition.",57:37.1
F01051928,D2026142231,4,,41:11.7
F01051929,D2026142232,5,"Delivered ahead of schedule, very impressed. ï¿½ï¿½",52:35.9
F01051930,D2026142235,4,,47:16.5
F01051931,D2026142236,4,,43:54.7
F01051932,D2026142239,5,"Great experience, no complaints. Smooth lah, thanks.",32:05.5
F01051933,D2026142240,2,"Why is it so slow these days? Late again, this is becoming a pattern.",00:24.2
F01051934,D2026142256,5,Polite and professional driver.,01:46.8
F01051935,D2026142257,5,,14:12.0
F01051936,D2026142258,,Good service overall.,53:02.8
F01051937,D2026142263,5,Polite and professional driver.,56:30.1
F01051938,D2026142265,5,"Driver called ahead, super helpful.",26:42.7
F01051939,D2026142267,5,"Driver called ahead, super helpful. Fast fast, shiok.",01:46.0
F01051940,D2026142268,5,Driver was very friendly and on time.,38:20.2
F01051941,D2026142270,5,"Excellent service, package arrived in perfect condition.",31:19.4
F01051942,D2026142272,5,"On time as always, thanks!",41:45.6
F01051943,D2026142273,,Polite and professional driver.,33:13.8
F01051944,D2026142276,4,Good service overall.,07:53.5
F01051945,D2026142279,5,"Great experience, no complaints.",17:53.3
F01051946,D2026142283,4,No problems with the delivery.,24:41.4
F01051947,D2026142289,3,Took a bit longer than expected but arrived.,42:02.0
F01051948,D2026142293,5,"On time as always, thanks!",23:43.8
F01051949,D2026142299,5,"Excellent service, package arrived in perfect condition.",00:22.6
F01051950,D2026142302,3,Average experience.,55:02.1
F01051951,D2026142303,4,"Delivery was on time, no issues.",46:49.4
F01051952,D2026142305,4,,36:08.6
F01051953,D2026142308,4,,40:56.5
F01051954,D2026142309,3,Driver could be more friendly.,26:58.7
F01051955,D2026142322,3,Took a bit longer than expected but arrived.,04:24.0
F01051956,D2026142328,4,,54:08.9
F01051957,D2026142331,5,"Delivered ahead of schedule, very impressed.",09:26.5
F01051958,D2026142332,,"Reasonable speed, package was fine.",11:18.7
F01051959,D2026142334,4,,35:46.8
F01051960,D2026142335,,Polite and professional driver.,37:25.8
F01051961,D2026142338,5,"Excellent service, package arrived in perfect condition. Driver very polite, can!",52:16.1
F01051962,D2026142339,5,Polite and professional driver.,47:18.6
F01051963,D2026142342,5,"Excellent service, package arrived in perfect condition.",48:16.1
F01051964,D2026142348,2,Why is it so slow these days?,39:45.9
F01051965,D2026142353,5,,32:32.3
F01051966,D2026142357,3,,03:06.9
F01051967,D2026142358,5,"Great experience, no complaints.",46:41.2
F01051968,D2026142359,4,,04:30.6
F01051969,D2026142360,5,"Delivered ahead of schedule, very impressed.",32:34.5
F01051970,D2026142368,5,,42:33.8
F01051971,D2026142370,5,"Driver called ahead, super helpful.",30:48.6
F01051972,D2026142371,5,Polite and professional driver.,06:20.1
F01051973,D2026142375,5,,10:38.9
F01051974,D2026142380,5,"On time as always, thanks!",05:54.6
F01051975,D2026142381,3,Average experience.,45:12.1
F01051976,D2026142384,5,Driver was very friendly and on time.,07:15.1
F01051977,D2026142386,3,Average experience.,52:05.9
F01051978,D2026142388,4,"Delivery was on time, no issues.",38:09.6
F01051979,D2026142389,4,"Delivery was on time, no issues.",02:44.3
F01051980,D2026142391,4,No problems with the delivery.,16:26.3
F01051981,D2026142392,5,"Smooth delivery, will use again.",07:35.7
F01051982,D2026142394,5,,57:27.2
F01051983,D2026142395,5,"Smooth delivery, will use again.",49:33.1
F01051984,D2026142400,5,"Driver called ahead, super helpful.",27:22.2
F01051985,D2026142401,3,Took a bit longer than expected but arrived.,10:12.6
F01051986,D2026142402,5,Polite and professional driver.,20:46.4
F01051987,D2026142403,5,Driver was very friendly and on time.,07:31.2
F01051988,D2026142404,5,"Driver called ahead, super helpful.",09:53.6
F01051989,D2026142406,5,"Driver called ahead, super helpful.",12:57.6
F01051990,D2026142407,5,"Excellent service, package arrived in perfect condition.",44:28.6
F01051991,D2026142408,5,"Driver called ahead, super helpful.",01:42.7
F01051992,D2026142411,5,Polite and professional driver.,37:38.5
F01051993,D2026142412,5,"Smooth delivery, will use again.",39:29.9
F01051994,D2026142414,5,"Driver called ahead, super helpful.",07:02.7
F01051995,D2026142419,4,Good service overall.,08:50.8
F01051996,D2026142423,3,"Nothing special, nothing terrible.",03:08.7
F01051997,D2026142425,4,,14:21.0
F01051998,D2026142426,4,Good service overall.,51:11.2
F01051999,D2026142430,4,"Delivery was on time, no issues.",14:12.4
F01052000,D2026142431,4,"Delivery was on time, no issues.",14:29.4
F01052001,D2026142434,5,"On time as always, thanks!",13:22.5
F01052002,D2026142435,5,Driver was very friendly and on time.,07:09.4
F01052003,D2026142438,5,"Driver called ahead, super helpful.",41:33.0
F01052004,D2026142439,5,"Smooth delivery, will use again.",47:33.1
F01052005,D2026142443,3,Average experience.,41:00.9
F01052006,D2026142444,5,"Excellent service, package arrived in perfect condition.",23:21.7
F01052007,D2026142448,4,"Came within the window, all good.",50:59.0
F01052008,D2026142449,5,Driver was very friendly and on time.,31:26.7
F01052009,D2026142452,5,"Delivered ahead of schedule, very impressed. Driver very polite, can!",51:32.2
F01052010,D2026142453,5,Driver was very friendly and on time.,10:03.1
F01052011,D2026142454,,"Great experience, no complaints.",21:10.9
F01052012,D2026142455,5,"On time as always, thanks!",36:59.8
F01052013,D2026142456,4,No problems with the delivery.,55:14.3
F01052014,D2026142460,4,"Reasonable speed, package was fine.",11:49.3
F01052015,D2026142464,3,Average experience.,30:19.6
F01052016,D2026142465,5,"Smooth delivery, will use again.",29:50.8
F01052017,D2026142471,5,Driver was very friendly and on time.,01:44.0
F01052018,D2026142475,4,"Came within the window, all good.",08:28.9
F01052019,D2026142477,5,,49:14.0
F01052020,D2026142484,,"Delivered ahead of schedule, very impressed.",10:07.3
F01052021,D2026142491,5,"Driver called ahead, super helpful.",55:43.7
F01052022,D2026142493,5,"Excellent service, package arrived in perfect condition.",35:27.2
F01052023,D2026142496,4,"Delivery was on time, no issues. ï¿½ï¿½ï",49:46.3
F01052024,D2026142498,4,No problems with the delivery.,49:23.2
F01052025,D2026142503,5,"Great experience, no complaints.",34:35.9
F01052026,D2026142507,5,"Delivered ahead of schedule, very impressed.",04:37.9
F01052027,D2026142508,3,"Nothing special, nothing terrible.",39:18.8
F01052028,D2026142510,4,"Delivery was on time, no issues.",55:00.9
F01052029,D2026142512,4,No problems with the delivery.,46:43.8
F01052030,D2026142515,5,Driver was very friendly and on time.,59:02.5
F01052031,D2026142516,4,"Came within the window, all good.",53:43.9
F01052032,D2026142520,,Driver was very friendly and on time.,46:52.9
F01052033,D2026142523,3,Service was just okay.,16:15.9
F01052034,D2026142524,4,"Reasonable speed, package was fine.",38:10.9
F01052035,D2026142527,5,"Delivered ahead of schedule, very impressed.",29:06.1
F01052036,D2026142528,4,"Delivery was on time, no issues.",03:08.5
F01052037,D2026142529,,"Excellent service, package arrived in perfect condition.",00:26.4
F01052038,D2026142532,2,"Delivery was late, no update from the driver. Very late and no notification at all.",31:26.4
F01052039,D2026142534,5,Polite and professional driver.,56:38.7
F01052040,D2026142538,3,Delivery was acceptable.,45:54.7
F01052041,D2026142540,5,"Driver called ahead, super helpful.",58:31.9
F01052042,D2026142541,5,"Great experience, no complaints.",49:30.4
F01052043,D2026142543,5,Polite and professional driver.,45:12.6
F01052044,D2026142544,4,"Driver was okay, would recommend.",54:48.9
F01052045,D2026142545,5,Driver was very friendly and on time.,05:12.9
F01052046,D2026142548,,"Delivered ahead of schedule, very impressed.",37:21.9
F01052047,D2026142549,5,"Smooth delivery, will use again.",53:17.1
F01052048,D2026142550,4,,03:31.4
F01052049,D2026142552,4,"Reasonable speed, package was fine.",49:37.8
F01052050,D2026142554,4,"Driver was okay, would recommend.",40:52.0
F01052051,D2026142558,4,"Reasonable speed, package was fine.",24:09.2
F01052052,D2026142564,3,Service was just okay.,00:59.3
F01052053,D2026142567,5,"Delivered ahead of schedule, very impressed.",03:24.9
F01052054,D2026142568,4,No problems with the delivery.,24:54.1
F01052055,D2026142569,5,Polite and professional driver.,38:42.7
F01052056,D2026142571,4,"Reasonable speed, package was fine.",22:14.9
F01052057,D2026142576,4,,06:54.7
F01052058,D2026142577,5,"Excellent service, package arrived in perfect condition.",21:49.1
F01052059,D2026142578,5,"Excellent service, package arrived in perfect condition. Smooth lah, thanks.",38:02.2
F01052060,D2026142580,4,"Driver was okay, would recommend.",13:22.1
F01052061,D2026142582,2,Driver was rude on arrival. Promised window was completely missed.,23:12.1
F01052062,D2026142583,4,"Reasonable speed, package was fine.",41:09.1
F01052063,D2026142586,3,Service was just okay.,18:12.9
F01052064,D2026142590,,"On time as always, thanks!",59:56.2
F01052065,D2026142596,5,"Delivered ahead of schedule, very impressed.",43:27.6
F01052066,D2026142600,,"Great experience, no complaints.",57:53.9
F01052067,D2026142607,1,Hours late with no communication. Promised window was completely missed. Like that how to use again?,21:11.1
F01052068,D2026142608,5,"On time as always, thanks!",58:45.2
F01052069,D2026142612,4,No problems with the delivery.,04:02.7
F01052070,D2026142614,3,,59:36.6
F01052071,D2026142620,4,,40:29.4
F01052072,D2026142621,3,Delivery was acceptable.,08:44.5
F01052073,D2026142622,3,Driver could be more friendly.,57:37.2
F01052074,D2026142626,5,"Delivered ahead of schedule, very impressed.",24:11.1
F01052075,D2026142628,4,Good service overall.,59:44.2
F01052076,D2026142631,5,Polite and professional driver.,49:10.0
F01052077,D2026142632,2,Not happy with how long this took.,38:36.0
F01052078,D2026142633,5,Polite and professional driver.,52:59.1
F01052079,D2026142634,5,"Delivered ahead of schedule, very impressed.",41:01.6
F01052080,D2026142636,5,Polite and professional driver.,28:43.2
F01052081,D2026142637,5,,05:21.7
F01052082,D2026142638,5,Driver was very friendly and on time.,06:19.1
F01052083,D2026142643,2,"Delivery was late, no update from the driver.",13:46.2
F01052084,D2026142649,4,Good service overall.,22:07.7
F01052085,D2026142654,5,"Excellent service, package arrived in perfect condition.",13:47.2
F01052086,D2026142655,5,Driver was very friendly and on time.,38:13.2
F01052087,D2026142658,5,"Delivered ahead of schedule, very impressed.",52:14.1
F01052088,D2026142659,5,"Excellent service, package arrived in perfect condition.",05:54.2
F01052089,D2026142662,5,,24:37.7
F01052090,D2026142663,5,"Great experience, no complaints.",29:12.7
F01052091,D2026142667,5,Polite and professional driver.,56:45.6
F01052092,D2026142669,5,"Excellent service, package arrived in perfect condition.",40:27.7
F01052093,D2026142670,5,"On time as always, thanks!",05:02.9
F01052094,D2026142674,2,Driver was rude on arrival. Very late and no notification at all.,06:53.6
F01052095,D2026142675,3,Took a bit longer than expected but arrived.,24:44.3
F01052096,D2026142684,4,,01:38.0
F01052097,D2026142687,4,,04:39.3
F01052098,D2026142688,5,"Smooth delivery, will use again.",52:25.1
F01052099,D2026142693,5,"Excellent service, package arrived in perfect condition.",45:30.0
F01052100,D2026142694,4,"Reasonable speed, package was fine.",44:26.3
F01052101,D2026142695,5,"On time as always, thanks!",03:55.6
F01052102,D2026142696,4,,27:50.3
F01052103,D2026142697,5,"Delivered ahead of schedule, very impressed.",43:39.1
F01052104,D2026142700,5,Polite and professional driver.,20:56.9
F01052105,D2026142703,5,"Smooth delivery, will use again.",27:40.4
F01052106,D2026142704,1,Very disappointed with the service. You can tell the parcel was thrown around.,45:17.9
F01052107,D2026142710,3,Service was just okay.,05:49.7
